round,full_mean,full_std,simplified_mean,simplified_std,gap_mean
184,0.4,0.044961125825970505,0.009782608695652176,0.01108482502954953,0.39021739130434785
185,0.4000000000000001,0.04384713468253675,0.009729729729729731,0.011024907056416833,0.39027027027027034
186,0.4,0.04227871666954302,0.00967741935483871,0.010965633362565128,0.3903225806451613
187,0.3994652406417113,0.04030610093307224,0.01016042780748663,0.012064721040297837,0.3893048128342247
188,0.39893617021276595,0.04167986813651006,0.010638297872340424,0.012129525798926998,0.3882978723404255
189,0.398941798941799,0.041607625928756616,0.010582010582010581,0.012065348413747491,0.3883597883597884
190,0.3994736842105263,0.04200316568995532,0.011578947368421053,0.013480261552490207,0.38789473684210524
191,0.4,0.04130488570327963,0.012041884816753926,0.014631611112546723,0.3879581151832461
192,0.4,0.040665044366548206,0.013020833333333334,0.016179400590634448,0.3869791666666667
193,0.4,0.040520652426978554,0.013471502590673576,0.017371041051026125,0.38652849740932643
194,0.39948453608247425,0.03954317198765086,0.013402061855670102,0.017281499602309496,0.38608247422680414
195,0.3984615384615385,0.03959359619888742,0.013846153846153847,0.01849711671473993,0.38461538461538464
196,0.3979591836734694,0.03958605049238944,0.014285714285714285,0.019733754699809914,0.3836734693877551
197,0.3969543147208122,0.04014968514372627,0.014720812182741117,0.01932270691439013,0.3822335025380711
198,0.39545454545454545,0.03996286920646131,0.014646464646464647,0.019225117485529578,0.3808080808080808
199,0.3954773869346734,0.04107406248627025,0.014572864321608042,0.019128508854949024,0.38090452261306534
200,0.3949999999999999,0.041892720131306814,0.014500000000000002,0.01903286631067428,0.3804999999999999
201,0.3945273631840796,0.04138932723540909,0.014427860696517414,0.018938175433506746,0.3800995024875622
202,0.395049504950495,0.04056990346247104,0.014356435643564359,0.018844422089776516,0.38069306930693064
203,0.39507389162561574,0.04161322577722734,0.014285714285714285,0.018751592424309637,0.38078817733990145
204,0.3941176470588235,0.04160606896847636,0.014705882352941176,0.019972106654375845,0.37941176470588234
205,0.3936585365853658,0.0419086567975479,0.015121951219512195,0.021201281767903153,0.3785365853658536
